layer,type,v_min,v_max,abs_max,int_bits,Q,scale,max_repr,overflow,format,num_bits
mobilevit.encoder.layer.1.layer.0.expand_1x1.convolution,Conv2d,-19.6013,19.6182,19.6182,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.1.layer.0.expand_1x1.normalization,BatchNorm2d,-110.59167,175.00673,175.00673,9,23,1.1920928955078125e-07,256.0,False,Q8.23,32
mobilevit.encoder.layer.1.layer.0.expand_1x1.activation,SiLUActivation,-0.27846,175.00673,175.00673,9,23,1.1920928955078125e-07,256.0,False,Q8.23,32
mobilevit.encoder.layer.1.layer.0.expand_1x1,MobileViTConvLayer,-0.27846,175.00673,175.00673,9,23,1.1920928955078125e-07,256.0,False,Q8.23,32
mobilevit.encoder.layer.1.layer.0.conv_3x3.convolution,Conv2d,-61.38265,112.32256,112.32256,8,24,5.960464477539063e-08,128.0,False,Q7.24,32
mobilevit.encoder.layer.1.layer.0.conv_3x3.normalization,BatchNorm2d,-16.97836,13.27618,16.97836,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.1.layer.0.conv_3x3.activation,SiLUActivation,-0.27846,13.27616,13.27616,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.1.layer.0.conv_3x3,MobileViTConvLayer,-0.27846,13.27616,13.27616,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.1.layer.0.reduce_1x1.convolution,Conv2d,-9.88317,7.82174,9.88317,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.1.layer.0.reduce_1x1.normalization,BatchNorm2d,-2.56282,1.90533,2.56282,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.1.layer.0.reduce_1x1,MobileViTConvLayer,-2.56282,1.90533,2.56282,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.1.layer.0,MobileViTInvertedResidual,-2.56282,1.90533,2.56282,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.1.layer.1.expand_1x1.convolution,Conv2d,-4.10954,3.12913,4.10954,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.1.layer.1.expand_1x1.normalization,BatchNorm2d,-16.66977,33.42659,33.42659,7,25,2.9802322387695312e-08,64.0,False,Q6.25,32
mobilevit.encoder.layer.1.layer.1.expand_1x1.activation,SiLUActivation,-0.27846,33.42659,33.42659,7,25,2.9802322387695312e-08,64.0,False,Q6.25,32
mobilevit.encoder.layer.1.layer.1.expand_1x1,MobileViTConvLayer,-0.27846,33.42659,33.42659,7,25,2.9802322387695312e-08,64.0,False,Q6.25,32
mobilevit.encoder.layer.1.layer.1.conv_3x3.convolution,Conv2d,-7.01018,34.69381,34.69381,7,25,2.9802322387695312e-08,64.0,False,Q6.25,32
mobilevit.encoder.layer.1.layer.1.conv_3x3.normalization,BatchNorm2d,-26.02643,23.13963,26.02643,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.1.layer.1.conv_3x3.activation,SiLUActivation,-0.27846,23.13963,23.13963,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.1.layer.1.conv_3x3,MobileViTConvLayer,-0.27846,23.13963,23.13963,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.1.layer.1.reduce_1x1.convolution,Conv2d,-10.77851,18.71931,18.71931,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.1.layer.1.reduce_1x1.normalization,BatchNorm2d,-2.59233,2.31836,2.59233,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.1.layer.1.reduce_1x1,MobileViTConvLayer,-2.59233,2.31836,2.59233,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.1.layer.1,MobileViTInvertedResidual,-2.87031,3.58279,3.58279,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.1.layer.2.expand_1x1.convolution,Conv2d,-3.99962,3.27095,3.99962,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.1.layer.2.expand_1x1.normalization,BatchNorm2d,-27.80298,17.65608,27.80298,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.1.layer.2.expand_1x1.activation,SiLUActivation,-0.27846,17.65608,17.65608,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.1.layer.2.expand_1x1,MobileViTConvLayer,-0.27846,17.65608,17.65608,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.1.layer.2.conv_3x3.convolution,Conv2d,-15.94913,10.36885,15.94913,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.1.layer.2.conv_3x3.normalization,BatchNorm2d,-11.63175,12.98036,12.98036,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.1.layer.2.conv_3x3.activation,SiLUActivation,-0.27846,12.98033,12.98033,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.1.layer.2.conv_3x3,MobileViTConvLayer,-0.27846,12.98033,12.98033,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.1.layer.2.reduce_1x1.convolution,Conv2d,-5.61492,6.57319,6.57319,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.1.layer.2.reduce_1x1.normalization,BatchNorm2d,-2.30066,2.67626,2.67626,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.1.layer.2.reduce_1x1,MobileViTConvLayer,-2.30066,2.67626,2.67626,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.1.layer.2,MobileViTInvertedResidual,-2.95433,3.52995,3.52995,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.1,MobileViTMobileNetLayer,-2.95433,3.52995,3.52995,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.downsampling_layer.expand_1x1.convolution,Conv2d,-5.22095,5.23454,5.23454,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.downsampling_layer.expand_1x1.normalization,BatchNorm2d,-34.6004,50.4627,50.4627,7,25,2.9802322387695312e-08,64.0,False,Q6.25,32
mobilevit.encoder.layer.2.downsampling_layer.expand_1x1.activation,SiLUActivation,-0.27846,50.4627,50.4627,7,25,2.9802322387695312e-08,64.0,False,Q6.25,32
mobilevit.encoder.layer.2.downsampling_layer.expand_1x1,MobileViTConvLayer,-0.27846,50.4627,50.4627,7,25,2.9802322387695312e-08,64.0,False,Q6.25,32
mobilevit.encoder.layer.2.downsampling_layer.conv_3x3.convolution,Conv2d,-31.4862,8.18357,31.4862,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.2.downsampling_layer.conv_3x3.normalization,BatchNorm2d,-8.6641,5.21203,8.6641,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.2.downsampling_layer.conv_3x3.activation,SiLUActivation,-0.27846,5.18377,5.18377,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.downsampling_layer.conv_3x3,MobileViTConvLayer,-0.27846,5.18377,5.18377,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.downsampling_layer.reduce_1x1.convolution,Conv2d,-5.38702,4.21839,5.38702,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.downsampling_layer.reduce_1x1.normalization,BatchNorm2d,-1.50008,1.42469,1.50008,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.2.downsampling_layer.reduce_1x1,MobileViTConvLayer,-1.50008,1.42469,1.50008,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.2.downsampling_layer,MobileViTInvertedResidual,-1.50008,1.42469,1.50008,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.2.conv_kxk.convolution,Conv2d,-8.13819,6.0251,8.13819,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.2.conv_kxk.normalization,BatchNorm2d,-5.82363,4.42478,5.82363,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.conv_kxk.activation,SiLUActivation,-0.27846,4.37241,4.37241,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.conv_kxk,MobileViTConvLayer,-0.27846,4.37241,4.37241,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.conv_1x1.convolution,Conv2d,-3.81931,4.3105,4.3105,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.conv_1x1,MobileViTConvLayer,-3.81931,4.3105,4.3105,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.transformer.layer.0.layernorm_before,LayerNorm,-1.64654,1.86882,1.86882,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.2.transformer.layer.0.attention.attention.query,Linear,-7.59158,6.55299,7.59158,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.transformer.layer.0.attention.attention.key,Linear,-6.24356,6.57498,6.57498,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.transformer.layer.0.attention.attention.value,Linear,-3.2204,2.66573,3.2204,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.transformer.layer.0.attention.attention.dropout,Dropout,0.0,0.99325,0.99325,1,31,4.656612873077393e-10,1.0,False,Q0.31,32
mobilevit.encoder.layer.2.transformer.layer.0.attention.attention,MobileViTSelfAttention,-1.57537,1.65252,1.65252,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.2.transformer.layer.0.attention.output.dense,Linear,-1.46292,1.38512,1.46292,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.2.transformer.layer.0.attention.output.dropout,Dropout,-1.46292,1.38512,1.46292,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.2.transformer.layer.0.attention.output,MobileViTSelfOutput,-1.46292,1.38512,1.46292,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.2.transformer.layer.0.attention,MobileViTAttention,-1.46292,1.38512,1.46292,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.2.transformer.layer.0.layernorm_after,LayerNorm,-2.96166,2.71772,2.96166,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.transformer.layer.0.intermediate.dense,Linear,-9.63008,3.84044,9.63008,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.2.transformer.layer.0.intermediate.intermediate_act_fn,SiLUActivation,-0.27846,3.75967,3.75967,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.transformer.layer.0.intermediate,MobileViTIntermediate,-0.27846,3.75967,3.75967,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.transformer.layer.0.output.dense,Linear,-3.22855,3.19727,3.22855,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.transformer.layer.0.output.dropout,Dropout,-3.22855,3.19727,3.22855,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.transformer.layer.0.output,MobileViTOutput,-4.09565,4.61622,4.61622,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.transformer.layer.0,MobileViTTransformerLayer,-4.09565,4.61622,4.61622,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.transformer.layer.1.layernorm_before,LayerNorm,-2.22569,2.15698,2.22569,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.transformer.layer.1.attention.attention.query,Linear,-7.03299,6.75349,7.03299,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.transformer.layer.1.attention.attention.key,Linear,-6.64802,6.15141,6.64802,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.transformer.layer.1.attention.attention.value,Linear,-4.05381,3.66672,4.05381,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.transformer.layer.1.attention.attention.dropout,Dropout,0.0,0.99588,0.99588,1,31,4.656612873077393e-10,1.0,False,Q0.31,32
mobilevit.encoder.layer.2.transformer.layer.1.attention.attention,MobileViTSelfAttention,-2.346,3.29174,3.29174,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.transformer.layer.1.attention.output.dense,Linear,-2.36324,2.19853,2.36324,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.transformer.layer.1.attention.output.dropout,Dropout,-2.36324,2.19853,2.36324,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.transformer.layer.1.attention.output,MobileViTSelfOutput,-2.36324,2.19853,2.36324,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.transformer.layer.1.attention,MobileViTAttention,-2.36324,2.19853,2.36324,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.transformer.layer.1.layernorm_after,LayerNorm,-2.8294,4.11513,4.11513,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.transformer.layer.1.intermediate.dense,Linear,-7.34429,3.71227,7.34429,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.transformer.layer.1.intermediate.intermediate_act_fn,SiLUActivation,-0.27846,3.62377,3.62377,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.transformer.layer.1.intermediate,MobileViTIntermediate,-0.27846,3.62377,3.62377,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.transformer.layer.1.output.dense,Linear,-4.15311,7.80744,7.80744,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.transformer.layer.1.output.dropout,Dropout,-4.15311,7.80744,7.80744,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.transformer.layer.1.output,MobileViTOutput,-5.28445,8.53617,8.53617,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.2.transformer.layer.1,MobileViTTransformerLayer,-5.28445,8.53617,8.53617,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.2.transformer,MobileViTTransformer,-5.28445,8.53617,8.53617,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.2.layernorm,LayerNorm,-1.3332,1.23479,1.3332,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.2.conv_projection.convolution,Conv2d,-1.80824,2.29185,2.29185,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.conv_projection.normalization,BatchNorm2d,-3.22868,2.99186,3.22868,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.conv_projection.activation,SiLUActivation,-0.27846,2.84887,2.84887,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.conv_projection,MobileViTConvLayer,-0.27846,2.84887,2.84887,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.fusion.convolution,Conv2d,-12.15782,10.04288,12.15782,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.2.fusion.normalization,BatchNorm2d,-4.08206,2.38791,4.08206,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.2.fusion.activation,SiLUActivation,-0.27846,2.18709,2.18709,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2.fusion,MobileViTConvLayer,-0.27846,2.18709,2.18709,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.2,MobileViTLayer,-0.27846,2.18709,2.18709,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.downsampling_layer.expand_1x1.convolution,Conv2d,-1.91663,2.54687,2.54687,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.downsampling_layer.expand_1x1.normalization,BatchNorm2d,-7.91587,13.43818,13.43818,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.3.downsampling_layer.expand_1x1.activation,SiLUActivation,-0.27846,13.43816,13.43816,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.3.downsampling_layer.expand_1x1,MobileViTConvLayer,-0.27846,13.43816,13.43816,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.3.downsampling_layer.conv_3x3.convolution,Conv2d,-9.26856,8.58547,9.26856,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.3.downsampling_layer.conv_3x3.normalization,BatchNorm2d,-6.1544,5.81367,6.1544,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.downsampling_layer.conv_3x3.activation,SiLUActivation,-0.27846,5.79636,5.79636,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.downsampling_layer.conv_3x3,MobileViTConvLayer,-0.27846,5.79636,5.79636,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.downsampling_layer.reduce_1x1.convolution,Conv2d,-5.16398,7.38011,7.38011,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.downsampling_layer.reduce_1x1.normalization,BatchNorm2d,-1.92763,1.6252,1.92763,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.3.downsampling_layer.reduce_1x1,MobileViTConvLayer,-1.92763,1.6252,1.92763,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.3.downsampling_layer,MobileViTInvertedResidual,-1.92763,1.6252,1.92763,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.3.conv_kxk.convolution,Conv2d,-12.21232,10.30902,12.21232,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.3.conv_kxk.normalization,BatchNorm2d,-7.33606,4.73241,7.33606,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.conv_kxk.activation,SiLUActivation,-0.27846,4.6911,4.6911,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.conv_kxk,MobileViTConvLayer,-0.27846,4.6911,4.6911,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.conv_1x1.convolution,Conv2d,-5.8344,4.6939,5.8344,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.conv_1x1,MobileViTConvLayer,-5.8344,4.6939,5.8344,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.0.layernorm_before,LayerNorm,-1.41051,1.47245,1.47245,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.3.transformer.layer.0.attention.attention.query,Linear,-4.74179,4.47143,4.74179,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.0.attention.attention.key,Linear,-4.72501,4.48595,4.72501,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.0.attention.attention.value,Linear,-2.08885,2.03918,2.08885,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.0.attention.attention.dropout,Dropout,0.0,0.95685,0.95685,1,31,4.656612873077393e-10,1.0,False,Q0.31,32
mobilevit.encoder.layer.3.transformer.layer.0.attention.attention,MobileViTSelfAttention,-1.47899,0.95562,1.47899,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.3.transformer.layer.0.attention.output.dense,Linear,-1.80489,1.52541,1.80489,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.3.transformer.layer.0.attention.output.dropout,Dropout,-1.80489,1.52541,1.80489,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.3.transformer.layer.0.attention.output,MobileViTSelfOutput,-1.80489,1.52541,1.80489,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.3.transformer.layer.0.attention,MobileViTAttention,-1.80489,1.52541,1.80489,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.3.transformer.layer.0.layernorm_after,LayerNorm,-3.61707,2.54064,3.61707,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.0.intermediate.dense,Linear,-8.82201,4.44119,8.82201,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.3.transformer.layer.0.intermediate.intermediate_act_fn,SiLUActivation,-0.27846,4.38947,4.38947,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.0.intermediate,MobileViTIntermediate,-0.27846,4.38947,4.38947,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.0.output.dense,Linear,-2.79979,3.7972,3.7972,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.0.output.dropout,Dropout,-2.79979,3.7972,3.7972,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.0.output,MobileViTOutput,-6.48707,5.97565,6.48707,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.0,MobileViTTransformerLayer,-6.48707,5.97565,6.48707,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.1.layernorm_before,LayerNorm,-1.77074,1.81589,1.81589,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.3.transformer.layer.1.attention.attention.query,Linear,-6.30996,5.36244,6.30996,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.1.attention.attention.key,Linear,-6.04306,6.41674,6.41674,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.1.attention.attention.value,Linear,-2.75055,2.89982,2.89982,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.1.attention.attention.dropout,Dropout,0.0,0.99844,0.99844,1,31,4.656612873077393e-10,1.0,False,Q0.31,32
mobilevit.encoder.layer.3.transformer.layer.1.attention.attention,MobileViTSelfAttention,-1.98424,2.4074,2.4074,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.1.attention.output.dense,Linear,-2.67003,2.48944,2.67003,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.1.attention.output.dropout,Dropout,-2.67003,2.48944,2.67003,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.1.attention.output,MobileViTSelfOutput,-2.67003,2.48944,2.67003,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.1.attention,MobileViTAttention,-2.67003,2.48944,2.67003,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.1.layernorm_after,LayerNorm,-3.50454,2.79217,3.50454,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.1.intermediate.dense,Linear,-8.46972,4.23142,8.46972,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.3.transformer.layer.1.intermediate.intermediate_act_fn,SiLUActivation,-0.27846,4.17081,4.17081,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.1.intermediate,MobileViTIntermediate,-0.27846,4.17081,4.17081,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
