layer,type,v_min,v_max,abs_max,int_bits,Q,scale,max_repr,overflow,format,num_bits
mobilevit.encoder.layer.1.layer.0.reduce_1x1.normalization,BatchNorm2d,-2.55944,2.31383,2.55944,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.1.layer.0.reduce_1x1,MobileViTConvLayer,-2.55944,2.31383,2.55944,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.1.layer.0,MobileViTInvertedResidual,-2.55944,2.31383,2.55944,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.1.layer.1.expand_1x1.convolution,Conv2d,-4.29347,3.19205,4.29347,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.1.layer.1.expand_1x1.normalization,BatchNorm2d,-13.27705,33.17925,33.17925,7,9,0.001953125,63.99805,False,Q6.9,16
mobilevit.encoder.layer.1.layer.1.expand_1x1.activation,SiLUActivation,-0.27846,33.17925,33.17925,7,9,0.001953125,63.99805,False,Q6.9,16
mobilevit.encoder.layer.1.layer.1.expand_1x1,MobileViTConvLayer,-0.27846,33.17925,33.17925,7,9,0.001953125,63.99805,False,Q6.9,16
mobilevit.encoder.layer.1.layer.1.conv_3x3.convolution,Conv2d,-7.09266,35.25595,35.25595,7,9,0.001953125,63.99805,False,Q6.9,16
mobilevit.encoder.layer.1.layer.1.conv_3x3.normalization,BatchNorm2d,-27.06868,23.48545,27.06868,6,10,0.0009765625,31.99902,False,Q5.10,16
mobilevit.encoder.layer.1.layer.1.conv_3x3.activation,SiLUActivation,-0.27846,23.48545,23.48545,6,10,0.0009765625,31.99902,False,Q5.10,16
mobilevit.encoder.layer.1.layer.1.conv_3x3,MobileViTConvLayer,-0.27846,23.48545,23.48545,6,10,0.0009765625,31.99902,False,Q5.10,16
mobilevit.encoder.layer.1.layer.1.reduce_1x1.convolution,Conv2d,-10.07896,16.53086,16.53086,6,10,0.0009765625,31.99902,False,Q5.10,16
mobilevit.encoder.layer.1.layer.1.reduce_1x1.normalization,BatchNorm2d,-2.64493,2.21327,2.64493,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.1.layer.1.reduce_1x1,MobileViTConvLayer,-2.64493,2.21327,2.64493,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.1.layer.1,MobileViTInvertedResidual,-2.64748,3.26429,3.26429,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.1.layer.2.expand_1x1.convolution,Conv2d,-4.06723,3.44054,4.06723,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.1.layer.2.expand_1x1.normalization,BatchNorm2d,-28.75659,16.89278,28.75659,6,10,0.0009765625,31.99902,False,Q5.10,16
mobilevit.encoder.layer.1.layer.2.expand_1x1.activation,SiLUActivation,-0.27846,16.89278,16.89278,6,10,0.0009765625,31.99902,False,Q5.10,16
mobilevit.encoder.layer.1.layer.2.expand_1x1,MobileViTConvLayer,-0.27846,16.89278,16.89278,6,10,0.0009765625,31.99902,False,Q5.10,16
mobilevit.encoder.layer.1.layer.2.conv_3x3.convolution,Conv2d,-16.79284,10.06072,16.79284,6,10,0.0009765625,31.99902,False,Q5.10,16
mobilevit.encoder.layer.1.layer.2.conv_3x3.normalization,BatchNorm2d,-14.20524,13.8849,14.20524,5,11,0.00048828125,15.99951,False,Q4.11,16
mobilevit.encoder.layer.1.layer.2.conv_3x3.activation,SiLUActivation,-0.27846,13.88488,13.88488,5,11,0.00048828125,15.99951,False,Q4.11,16
mobilevit.encoder.layer.1.layer.2.conv_3x3,MobileViTConvLayer,-0.27846,13.88488,13.88488,5,11,0.00048828125,15.99951,False,Q4.11,16
mobilevit.encoder.layer.1.layer.2.reduce_1x1.convolution,Conv2d,-5.89717,6.52215,6.52215,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.1.layer.2.reduce_1x1.normalization,BatchNorm2d,-2.40439,2.75394,2.75394,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.1.layer.2.reduce_1x1,MobileViTConvLayer,-2.40439,2.75394,2.75394,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.1.layer.2,MobileViTInvertedResidual,-2.97798,3.69855,3.69855,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.1,MobileViTMobileNetLayer,-2.97798,3.69855,3.69855,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.downsampling_layer.expand_1x1.convolution,Conv2d,-5.10083,5.21493,5.21493,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.downsampling_layer.expand_1x1.normalization,BatchNorm2d,-36.83373,51.73735,51.73735,7,9,0.001953125,63.99805,False,Q6.9,16
mobilevit.encoder.layer.2.downsampling_layer.expand_1x1.activation,SiLUActivation,-0.27846,51.73735,51.73735,7,9,0.001953125,63.99805,False,Q6.9,16
mobilevit.encoder.layer.2.downsampling_layer.expand_1x1,MobileViTConvLayer,-0.27846,51.73735,51.73735,7,9,0.001953125,63.99805,False,Q6.9,16
mobilevit.encoder.layer.2.downsampling_layer.conv_3x3.convolution,Conv2d,-21.90942,7.60314,21.90942,6,10,0.0009765625,31.99902,False,Q5.10,16
mobilevit.encoder.layer.2.downsampling_layer.conv_3x3.normalization,BatchNorm2d,-6.00038,5.64359,6.00038,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.downsampling_layer.conv_3x3.activation,SiLUActivation,-0.27846,5.62368,5.62368,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.downsampling_layer.conv_3x3,MobileViTConvLayer,-0.27846,5.62368,5.62368,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.downsampling_layer.reduce_1x1.convolution,Conv2d,-5.47367,4.21202,5.47367,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.downsampling_layer.reduce_1x1.normalization,BatchNorm2d,-1.52601,1.6024,1.6024,2,14,6.103515625e-05,1.99994,False,Q1.14,16
mobilevit.encoder.layer.2.downsampling_layer.reduce_1x1,MobileViTConvLayer,-1.52601,1.6024,1.6024,2,14,6.103515625e-05,1.99994,False,Q1.14,16
mobilevit.encoder.layer.2.downsampling_layer,MobileViTInvertedResidual,-1.52601,1.6024,1.6024,2,14,6.103515625e-05,1.99994,False,Q1.14,16
mobilevit.encoder.layer.2.conv_kxk.convolution,Conv2d,-8.26967,6.26894,8.26967,5,11,0.00048828125,15.99951,False,Q4.11,16
mobilevit.encoder.layer.2.conv_kxk.normalization,BatchNorm2d,-6.20426,4.50877,6.20426,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.conv_kxk.activation,SiLUActivation,-0.27846,4.45966,4.45966,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.conv_kxk,MobileViTConvLayer,-0.27846,4.45966,4.45966,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.conv_1x1.convolution,Conv2d,-3.9763,4.32568,4.32568,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.conv_1x1,MobileViTConvLayer,-3.9763,4.32568,4.32568,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.transformer.layer.0.layernorm_before,LayerNorm,-1.59724,1.9436,1.9436,2,14,6.103515625e-05,1.99994,False,Q1.14,16
mobilevit.encoder.layer.2.transformer.layer.0.attention.attention.query,Linear,-7.54248,6.42502,7.54248,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.transformer.layer.0.attention.attention.key,Linear,-6.65306,6.69541,6.69541,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.transformer.layer.0.attention.attention.value,Linear,-3.2214,2.75096,3.2214,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.transformer.layer.0.attention.attention.dropout,Dropout,0.0,0.98723,0.98723,1,15,3.0517578125e-05,0.99997,False,Q0.15,16
mobilevit.encoder.layer.2.transformer.layer.0.attention.attention,MobileViTSelfAttention,-1.59807,1.58529,1.59807,2,14,6.103515625e-05,1.99994,False,Q1.14,16
mobilevit.encoder.layer.2.transformer.layer.0.attention.output.dense,Linear,-1.40487,1.43116,1.43116,2,14,6.103515625e-05,1.99994,False,Q1.14,16
mobilevit.encoder.layer.2.transformer.layer.0.attention.output.dropout,Dropout,-1.40487,1.43116,1.43116,2,14,6.103515625e-05,1.99994,False,Q1.14,16
mobilevit.encoder.layer.2.transformer.layer.0.attention.output,MobileViTSelfOutput,-1.40487,1.43116,1.43116,2,14,6.103515625e-05,1.99994,False,Q1.14,16
mobilevit.encoder.layer.2.transformer.layer.0.attention,MobileViTAttention,-1.40487,1.43116,1.43116,2,14,6.103515625e-05,1.99994,False,Q1.14,16
mobilevit.encoder.layer.2.transformer.layer.0.layernorm_after,LayerNorm,-2.91276,2.66038,2.91276,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.transformer.layer.0.intermediate.dense,Linear,-9.83526,3.71764,9.83526,5,11,0.00048828125,15.99951,False,Q4.11,16
mobilevit.encoder.layer.2.transformer.layer.0.intermediate.intermediate_act_fn,SiLUActivation,-0.27846,3.62947,3.62947,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.transformer.layer.0.intermediate,MobileViTIntermediate,-0.27846,3.62947,3.62947,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.transformer.layer.0.output.dense,Linear,-3.40329,3.51565,3.51565,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.transformer.layer.0.output.dropout,Dropout,-3.40329,3.51565,3.51565,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.transformer.layer.0.output,MobileViTOutput,-4.62383,4.64775,4.64775,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.transformer.layer.0,MobileViTTransformerLayer,-4.62383,4.64775,4.64775,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.transformer.layer.1.layernorm_before,LayerNorm,-2.18963,2.13801,2.18963,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.transformer.layer.1.attention.attention.query,Linear,-6.72348,6.5403,6.72348,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.transformer.layer.1.attention.attention.key,Linear,-5.97471,5.90276,5.97471,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.transformer.layer.1.attention.attention.value,Linear,-4.05415,3.84293,4.05415,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.transformer.layer.1.attention.attention.dropout,Dropout,0.0,0.99942,0.99942,1,15,3.0517578125e-05,0.99997,False,Q0.15,16
mobilevit.encoder.layer.2.transformer.layer.1.attention.attention,MobileViTSelfAttention,-2.40728,2.71934,2.71934,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.transformer.layer.1.attention.output.dense,Linear,-1.72349,2.42814,2.42814,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.transformer.layer.1.attention.output.dropout,Dropout,-1.72349,2.42814,2.42814,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.transformer.layer.1.attention.output,MobileViTSelfOutput,-1.72349,2.42814,2.42814,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.transformer.layer.1.attention,MobileViTAttention,-1.72349,2.42814,2.42814,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.transformer.layer.1.layernorm_after,LayerNorm,-2.69546,4.14269,4.14269,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.transformer.layer.1.intermediate.dense,Linear,-7.58471,3.76079,7.58471,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.transformer.layer.1.intermediate.intermediate_act_fn,SiLUActivation,-0.27846,3.67528,3.67528,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.transformer.layer.1.intermediate,MobileViTIntermediate,-0.27846,3.67528,3.67528,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.transformer.layer.1.output.dense,Linear,-4.87029,7.45379,7.45379,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.transformer.layer.1.output.dropout,Dropout,-4.87029,7.45379,7.45379,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.transformer.layer.1.output,MobileViTOutput,-6.6613,8.52568,8.52568,5,11,0.00048828125,15.99951,False,Q4.11,16
mobilevit.encoder.layer.2.transformer.layer.1,MobileViTTransformerLayer,-6.6613,8.52568,8.52568,5,11,0.00048828125,15.99951,False,Q4.11,16
mobilevit.encoder.layer.2.transformer,MobileViTTransformer,-6.6613,8.52568,8.52568,5,11,0.00048828125,15.99951,False,Q4.11,16
mobilevit.encoder.layer.2.layernorm,LayerNorm,-1.2605,1.16832,1.2605,2,14,6.103515625e-05,1.99994,False,Q1.14,16
mobilevit.encoder.layer.2.conv_projection.convolution,Conv2d,-1.74319,2.17688,2.17688,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.conv_projection.normalization,BatchNorm2d,-3.1913,2.72493,3.1913,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.conv_projection.activation,SiLUActivation,-0.27846,2.55729,2.55729,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.conv_projection,MobileViTConvLayer,-0.27846,2.55729,2.55729,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.fusion.convolution,Conv2d,-12.56099,10.07754,12.56099,5,11,0.00048828125,15.99951,False,Q4.11,16
mobilevit.encoder.layer.2.fusion.normalization,BatchNorm2d,-4.14057,2.3747,4.14057,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.2.fusion.activation,SiLUActivation,-0.27846,2.17255,2.17255,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2.fusion,MobileViTConvLayer,-0.27846,2.17255,2.17255,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.2,MobileViTLayer,-0.27846,2.17255,2.17255,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.3.downsampling_layer.expand_1x1.convolution,Conv2d,-1.60984,2.46354,2.46354,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.3.downsampling_layer.expand_1x1.normalization,BatchNorm2d,-7.38384,14.16659,14.16659,5,11,0.00048828125,15.99951,False,Q4.11,16
mobilevit.encoder.layer.3.downsampling_layer.expand_1x1.activation,SiLUActivation,-0.27846,14.16658,14.16658,5,11,0.00048828125,15.99951,False,Q4.11,16
mobilevit.encoder.layer.3.downsampling_layer.expand_1x1,MobileViTConvLayer,-0.27846,14.16658,14.16658,5,11,0.00048828125,15.99951,False,Q4.11,16
mobilevit.encoder.layer.3.downsampling_layer.conv_3x3.convolution,Conv2d,-9.24391,8.84632,9.24391,5,11,0.00048828125,15.99951,False,Q4.11,16
mobilevit.encoder.layer.3.downsampling_layer.conv_3x3.normalization,BatchNorm2d,-7.38462,6.27293,7.38462,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.3.downsampling_layer.conv_3x3.activation,SiLUActivation,-0.27846,6.26112,6.26112,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.3.downsampling_layer.conv_3x3,MobileViTConvLayer,-0.27846,6.26112,6.26112,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.3.downsampling_layer.reduce_1x1.convolution,Conv2d,-5.04984,6.4769,6.4769,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.3.downsampling_layer.reduce_1x1.normalization,BatchNorm2d,-1.86562,2.15966,2.15966,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.3.downsampling_layer.reduce_1x1,MobileViTConvLayer,-1.86562,2.15966,2.15966,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.3.downsampling_layer,MobileViTInvertedResidual,-1.86562,2.15966,2.15966,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.3.conv_kxk.convolution,Conv2d,-14.66207,11.93562,14.66207,5,11,0.00048828125,15.99951,False,Q4.11,16
mobilevit.encoder.layer.3.conv_kxk.normalization,BatchNorm2d,-7.82113,5.61181,7.82113,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.3.conv_kxk.activation,SiLUActivation,-0.27846,5.59138,5.59138,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.3.conv_kxk,MobileViTConvLayer,-0.27846,5.59138,5.59138,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.3.conv_1x1.convolution,Conv2d,-5.55786,6.11908,6.11908,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.3.conv_1x1,MobileViTConvLayer,-5.55786,6.11908,6.11908,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.3.transformer.layer.0.layernorm_before,LayerNorm,-1.59819,1.52913,1.59819,2,14,6.103515625e-05,1.99994,False,Q1.14,16
mobilevit.encoder.layer.3.transformer.layer.0.attention.attention.query,Linear,-4.37541,4.43109,4.43109,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.3.transformer.layer.0.attention.attention.key,Linear,-4.95324,4.292,4.95324,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.3.transformer.layer.0.attention.attention.value,Linear,-2.0877,1.98572,2.0877,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.3.transformer.layer.0.attention.attention.dropout,Dropout,0.0,0.93266,0.93266,1,15,3.0517578125e-05,0.99997,False,Q0.15,16
mobilevit.encoder.layer.3.transformer.layer.0.attention.attention,MobileViTSelfAttention,-1.37539,1.2878,1.37539,2,14,6.103515625e-05,1.99994,False,Q1.14,16
mobilevit.encoder.layer.3.transformer.layer.0.attention.output.dense,Linear,-1.56919,1.58412,1.58412,2,14,6.103515625e-05,1.99994,False,Q1.14,16
mobilevit.encoder.layer.3.transformer.layer.0.attention.output.dropout,Dropout,-1.56919,1.58412,1.58412,2,14,6.103515625e-05,1.99994,False,Q1.14,16
mobilevit.encoder.layer.3.transformer.layer.0.attention.output,MobileViTSelfOutput,-1.56919,1.58412,1.58412,2,14,6.103515625e-05,1.99994,False,Q1.14,16
mobilevit.encoder.layer.3.transformer.layer.0.attention,MobileViTAttention,-1.56919,1.58412,1.58412,2,14,6.103515625e-05,1.99994,False,Q1.14,16
mobilevit.encoder.layer.3.transformer.layer.0.layernorm_after,LayerNorm,-3.45919,2.82929,3.45919,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.3.transformer.layer.0.intermediate.dense,Linear,-8.56606,4.66429,8.56606,5,11,0.00048828125,15.99951,False,Q4.11,16
mobilevit.encoder.layer.3.transformer.layer.0.intermediate.intermediate_act_fn,SiLUActivation,-0.27846,4.62074,4.62074,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.3.transformer.layer.0.intermediate,MobileViTIntermediate,-0.27846,4.62074,4.62074,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.3.transformer.layer.0.output.dense,Linear,-3.02006,3.35776,3.35776,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.3.transformer.layer.0.output.dropout,Dropout,-3.02006,3.35776,3.35776,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.3.transformer.layer.0.output,MobileViTOutput,-6.13804,6.16822,6.16822,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.3.transformer.layer.0,MobileViTTransformerLayer,-6.13804,6.16822,6.16822,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.3.transformer.layer.1.layernorm_before,LayerNorm,-1.76703,1.9682,1.9682,2,14,6.103515625e-05,1.99994,False,Q1.14,16
mobilevit.encoder.layer.3.transformer.layer.1.attention.attention.query,Linear,-6.19065,5.40446,6.19065,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.3.transformer.layer.1.attention.attention.key,Linear,-5.78289,6.24996,6.24996,4,12,0.000244140625,7.99976,False,Q3.12,16
mobilevit.encoder.layer.3.transformer.layer.1.attention.attention.value,Linear,-2.92461,2.58065,2.92461,3,13,0.0001220703125,3.99988,False,Q2.13,16
mobilevit.encoder.layer.3.transformer.layer.1.attention.attention.dropout,Dropout,0.0,0.9992,0.9992,1,15,3.0517578125e-05,0.99997,False,Q0.15,16
mobilevit.encoder.layer.3.transformer.layer.1.attention.attention,MobileViTSelfAttention,-1.79414,2.41609,2.41609,3,13,0.0001220703125,3.99988,False,Q2.13,16
